"dining_hall","day_of_week","meal","zone","item_name","protein_g","calories","source_url","scraped_at"
"segundo","Friday","Breakfast","Green Zone","The Parfait  Palette","2.63","68.59","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Breakfast","Pink Zone","Assorted Loaf Cakes","4.85","329.34","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Breakfast","Pink Zone","Raised Sugar Donut","4.25","382.72","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Breakfast","Pink Zone","Strawberry Icing Cake Donut","2.83","249.48","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Breakfast","Pink Zone","Glazed Cake Donut","3.54","269.32","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Breakfast","Pink Zone","Cinnamon Sugar Cake Donut","3.54","255.15","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Breakfast","Pink Zone","Double Chocolate Muffin","2.83","249.48","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Breakfast","Pink Zone","Mini Bear Claw","6.3","326.59","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Breakfast","Pink Zone","Asiago Bagel","6.01","160.46","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Breakfast","Pink Zone","Plain Bagel","6.52","180.87","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Lunch","Red Zone","Buffalo Chicken Sandwich","41.43","792.46","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Lunch","Red Zone","Impossible Buffalo Burger","24.0","519.49","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Lunch","Red Zone","Shoestring Potatoes","2.7","286.08","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Lunch","Yellow Zone","Cioppino","10.37","80.45","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Lunch","Yellow Zone","Sausage and Peppers","15.09","480.25","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Lunch","Blue Zone","BYO Mongolian BBQ","3.84","93.48","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Lunch","Blue Zone","Indian Samosa with Chutney","8.61","500.08","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Lunch","Blue Zone","Shrimp and Pork Fried Rice","18.0","344.47","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Lunch","Green Zone","Salad Selections","3.96","196.24","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Lunch","Green Zone","Panini Deli Bar","18.87","288.67","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Lunch","Green Zone","Picnic Potato Salad","1.43","143.0","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Lunch","Green Zone","Jalapeño Popper Pasta Salad","5.0","386.0","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Lunch","Green Zone","Tuna Salad","18.41","272.7","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Lunch","Green Zone","Traditional Hummus","7.14","249.99","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Lunch","Green Zone","New England Clam Chowder","2.86","110.0","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Lunch","Green Zone","Native 3 Sisters Bean Soup","2.2","66.0","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Lunch","Purple Zone","Mediterranean  Bar","7.22","173.71","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Lunch","Purple Zone","Plant Forward Mediterranean Bar","2.86","141.05","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Lunch","Pink Zone","Chocolate Ganache Swirl Cheesecake","4.25","313.55","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Lunch","Pink Zone","Plain Brownie","3.4","260.82","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Lunch","Pink Zone","Triple Chocolate Cookie","2.98","233.03","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Lunch","Pink Zone","Snickerdoodle Cookie","2.98","229.63","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Lunch","Pink Zone","Lemon Drop Cookie","1.99","155.92","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Lunch","Pink Zone","Chocolate Chip Cookie","2.29","188.81","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Dinner","Red Zone","Buffalo Chicken Sandwich","41.43","792.46","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Dinner","Red Zone","Mushroom Sugo Pasta","10.68","538.44","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Dinner","Red Zone","Shoestring Potatoes","2.7","286.08","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Dinner","Yellow Zone","Margherita Pizza","7.71","189.84","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Dinner","Yellow Zone","Mushroom and Corn Quesadilla","11.9","371.64","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Dinner","Yellow Zone","Mushroom and Onion Pizza","3.59","68.52","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Dinner","Blue Zone","Beef and Bell Peppers","17.83","255.19","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Dinner","Green Zone","Salad Bar","3.96","196.24","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Dinner","Green Zone","Deli Bar","18.87","288.67","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Dinner","Green Zone","Picnic Potato Salad","1.43","143.0","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Dinner","Green Zone","Jalapeño Popper Pasta Salad","5.0","386.0","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Dinner","Green Zone","Tuna Salad","18.41","272.7","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Dinner","Green Zone","Traditional Hummus","7.14","249.99","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Dinner","Green Zone","New England Clam Chowder","2.86","110.0","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Dinner","Green Zone","Native 3 Sisters Bean Soup","2.2","66.0","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Dinner","Purple Zone","Mediterranean  Bar","7.22","173.71","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Dinner","Purple Zone","Plant Forward Mediterranean Bar","2.86","141.05","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Dinner","Pink Zone","Sticky Toffee Pudding Cake","3.15","199.5","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Dinner","Pink Zone","Dutch Apple Coffee Cake","1.92","204.57","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Dinner","Pink Zone","Triple Chocolate Cookie","2.98","233.03","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Dinner","Pink Zone","Snickerdoodle Cookie","2.98","229.63","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Dinner","Pink Zone","Lemon Drop Cookie","1.99","155.92","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Friday","Dinner","Pink Zone","Oatmeal Raisin Cookie","2.98","176.33","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Breakfast","Red Zone","Waffle Bar","0.14","254.02","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Breakfast","Red Zone","Scrambled Egg","10.86","138.75","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Breakfast","Red Zone","Breakfast Pork Sausage Links","9.72","388.78","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Breakfast","Red Zone","Diced Hash Browns","2.71","259.58","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Breakfast","Yellow Zone","Build Your Own Omelette","6.94","86.13","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Breakfast","Yellow Zone","Build Your Own Veggie Omelette","2.13","49.87","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Breakfast","Yellow Zone","Fried Eggs to Order","7.11","196.04","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Breakfast","Yellow Zone","Scrambled Egg Whites","12.34","121.32","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Breakfast","Yellow Zone","Scrambled Tofu","12.93","130.84","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Breakfast","Yellow Zone","Just Egg - Plant Based","9.77","136.6","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Breakfast","Green Zone","Overnight Oats","1.25","37.77","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Breakfast","Green Zone","Oatmeal","0.51","14.81","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Breakfast","Green Zone","Boiled Eggs","7.12","81.17","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Breakfast","Green Zone","Sticky Rice","3.66","199.24","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Breakfast","Green Zone","Congee Rice Porridge","0.85","19.22","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Breakfast","Green Zone","The Parfait  Palette","2.63","68.59","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Breakfast","Pink Zone","Assorted Loaf Cakes","4.85","329.34","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Breakfast","Pink Zone","Blueberry Bread","2.07","176.33","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Breakfast","Pink Zone","Cream Cheese Danish","3.97","250.04","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Breakfast","Pink Zone","Onion Bagel","6.52","180.87","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Breakfast","Pink Zone","Whole Wheat Bagel","5.48","150.96","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Lunch","Red Zone","Grass-Fed Cheeseburger","27.09","487.81","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Lunch","Red Zone","Chipotle Black Bean Burger","19.9","578.96","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Lunch","Red Zone","Curly Fries","2.69","313.17","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Lunch","Yellow Zone","Omelette","6.94","86.13","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Lunch","Yellow Zone","Veggie Omelette","2.13","49.87","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Lunch","Green Zone","Salad Selections","3.96","196.24","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Lunch","Green Zone","Panini Deli Bar","18.87","288.67","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Lunch","Green Zone","Tuna Salad","18.41","272.7","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Lunch","Green Zone","Traditional Hummus","7.14","249.99","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Lunch","Green Zone","Chicken Tikka Masala Soup","4.49","82.0","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Lunch","Green Zone","Organic Smoky Split Pea Soup","7.35","102.0","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Lunch","Purple Zone","Pork Roast with Pepper Sauce","24.83","212.41","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Lunch","Purple Zone","Baked Beans","3.93","103.04","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Lunch","Purple Zone","Roasted Cremini Mushrooms","0.72","42.7","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Lunch","Purple Zone","Caraway Roasted Potatoes","1.94","112.72","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Lunch","Pink Zone","M&M Brownie","2.87","265.35","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Lunch","Pink Zone","Carmelita Bar","3.72","306.74","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Lunch","Pink Zone","Snickerdoodle Cookie","2.98","229.63","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Lunch","Pink Zone","Double Chocolate Chip Mint Condition Cookie","2.98","242.67","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Lunch","Pink Zone","Chocolate Chip Cookie","2.29","188.81","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Lunch","Pink Zone","Oatmeal Raisin Cookie","2.98","176.33","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Dinner","Red Zone","Grass-Fed Cheeseburger","27.09","487.81","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Dinner","Red Zone","Chipotle Black Bean Burger","19.9","578.96","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Dinner","Red Zone","Curly Fries","2.69","313.17","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Dinner","Yellow Zone","Pepperoni Pizza","9.19","220.88","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Dinner","Yellow Zone","Seared Salmon with Creamy Polenta","25.66","320.38","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Dinner","Yellow Zone","Cheese Pizza","8.47","201.67","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Dinner","Green Zone","Salad Bar","3.96","196.24","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Dinner","Green Zone","Deli Bar","18.87","288.67","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Dinner","Green Zone","Tuna Salad","18.41","272.7","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Dinner","Green Zone","Traditional Hummus","7.14","249.99","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Dinner","Green Zone","Chicken Tikka Masala Soup","4.49","82.0","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Dinner","Green Zone","Organic Smoky Split Pea Soup","7.35","102.0","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Dinner","Purple Zone","Marinated Beef","21.75","248.68","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Dinner","Purple Zone","Marinated Beans","7.29","136.96","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Dinner","Purple Zone","Squash Medley","0.87","41.15","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Dinner","Purple Zone","White and Wild Rice Blend","3.78","127.22","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Dinner","Pink Zone","Tuxedo Truffle Mousse Cake","5.33","386.38","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Dinner","Pink Zone","Lemon Shortcake","3.99","346.07","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Dinner","Pink Zone","Snickerdoodle Cookie","2.98","229.63","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Dinner","Pink Zone","Double Chocolate Chip Mint Condition Cookie","2.98","242.67","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Dinner","Pink Zone","Oatmeal Raisin Cookie","2.98","176.33","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Saturday","Dinner","Pink Zone","Chocolate Chip Cookie","2.29","188.81","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"tercero","Monday","Breakfast","Yellow Zone","Build Your Own Omelette||Fried Eggs","6.94","86.19","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Breakfast","Yellow Zone","Scrambled Tofu||Just Egg - Plant Based","12.93","130.84","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Breakfast","Yellow Zone","Fried Eggs to Order","7.11","196.04","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Breakfast","Yellow Zone","Scrambled Egg Whites","12.34","121.32","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Breakfast","Yellow Zone","Scrambled Tofu","12.93","130.84","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Breakfast","Yellow Zone","Just Egg - Plant Based","9.77","136.6","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Breakfast","Blue Zone","Waffle Bar","0.14","254.02","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Breakfast","Blue Zone","Scrambled Egg||Pork Sausage",,,"https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Breakfast","Blue Zone","Scrambled Egg||Pork Sausage",,,"https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Breakfast","Blue Zone","Scrambled Egg","10.86","138.75","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Breakfast","Blue Zone","Diced Hash Browns|Sticky Rice","2.71","259.58","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Breakfast","Green Zone","Overnight Oats","1.25","37.77","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Breakfast","Green Zone","Oatmeal","0.51","14.81","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Breakfast","Green Zone","Boiled Eggs","7.12","81.17","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Breakfast","Green Zone","Sticky Rice","3.66","199.24","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Breakfast","Green Zone","Congee Rice Porridge","0.85","19.22","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Breakfast","Green Zone","BYO Parfait","2.37","67.34","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Breakfast","Pink Zone","Assorted Loaf Cakes","4.85","329.34","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Breakfast","Pink Zone","Raised Chocolate Donut","5.67","419.29","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Breakfast","Pink Zone","Old Fashioned Plain Donut","2.83","238.14","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Breakfast","Pink Zone","Cinnamon Sugar Cake Donut","3.54","255.15","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Breakfast","Pink Zone","Coconut Cake Donut","0.0","297.67","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Breakfast","Pink Zone","Blueberry Muffin","2.27","188.81","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Breakfast","Pink Zone","Cinnamon Rolls with Cream Cheese Frosting","6.02","360.92","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Breakfast","Pink Zone","Everything Bagel","6.52","185.41","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Breakfast","Pink Zone","Plain Bagel","6.52","180.87","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Lunch","Red Zone","Grass-Fed Cheeseburger","27.09","487.81","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Lunch","Red Zone","Portobello Cheesesteak Sandwich","11.23","377.9","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Lunch","Red Zone","Curly Fries","2.69","313.17","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Lunch","Blue Zone","Shrimp Ceviche","5.83","111.29","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Lunch","Blue Zone","Chips & Salsa Bar","7.89","500.0","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Lunch","Blue Zone","Pico De Gallo","0.89","21.0","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Lunch","Blue Zone","Tomatillo Avocado Salsa","0.35","51.12","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
